0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5739583333333333,0.4564814814814815,0.6203125,0.42962962962962964,0.6203125,1.2222222222222223,0.6479166666666667,0.5268518518518519,0.5880208333333333,0.8861111111111111,0,0,0.6296875,0.6953703703703704,0.6666666666666666,0.837037037037037,0,0,0.6619791666666667,0.8425925925925926,0,0,0.5786458333333333,0.4351851851851852,0,0,0,0,0,0
0.5833333333333334,0.4564814814814815,0.6296875,0.4351851851851852,0.6296875,1.2555555555555555,0.6572916666666667,0.5324074074074074,0.6479166666666667,0.8638888888888889,0.6895833333333333,0.9564814814814815,0.6713541666666667,0.7231481481481481,0.6760416666666667,0.799074074074074,0,0,0.6895833333333333,0.8046296296296296,0,0,0.5927083333333333,0.4351851851851852,0.6854166666666667,0.9675925925925926,0.5786458333333333,0.4398148148148148,0,0
0.5833333333333334,0.462037037037037,0.6296875,0.4398148148148148,0.6296875,1.238888888888889,0.6666666666666666,0.5268518518518519,0.7036458333333333,0.8638888888888889,0.6807291666666667,0.9675925925925926,0.6989583333333333,0.712037037037037,0.6713541666666667,0.8148148148148148,0,0,0.7130208333333333,0.8203703703703704,0,0,0.5927083333333333,0.4398148148148148,0.7177083333333333,0.9675925925925926,0.5833333333333334,0.44537037037037036,0,0
0.5833333333333334,0.462037037037037,0.634375,0.44537037037037036,0.634375,1.2166666666666666,0.6760416666666667,0.5212962962962963,0.7270833333333333,0.8425925925925926,0.6854166666666667,0.9675925925925926,0.7130208333333333,0.6953703703703704,0.6760416666666667,0.8203703703703704,0,0,0.7223958333333333,0.8203703703703704,0,0,0.5973958333333333,0.44537037037037036,0.7359375,0.9675925925925926,0.5833333333333334,0.45092592592592595,0,0
0.5927083333333333,0.462037037037037,0.6390625,0.44537037037037036,0.6390625,1.212037037037037,0.6854166666666667,0.5166666666666667,0.7359375,0.8537037037037037,0.6854166666666667,0.9675925925925926,0.7270833333333333,0.6953703703703704,0.6807291666666667,0.8203703703703704,0,0,0.7270833333333333,0.8203703703703704,0,0,0.6020833333333333,0.4398148148148148,0.7359375,0.9731481481481481,0.5880208333333333,0.45092592592592595,0,0
